code,label
"function login(username, password) {if (login.attempts === undefined) {\n              login.attempts = 1;\n            } else if (login.attempts >= 3) {\n              login.attempts = 1;\n              return ""Rate limited"";\n            } else {\n              login.attempts++;\n            }\n            \n            return ""Invalid password"";\n          }",0
"function login(username, password) { if (isValidUser(username) && isValidPassword(password)) { return true; } else { return false; } }",0
"const users = [""user1"", ""user2"", ""user3""]; function login(username, password) { if (users.includes(username) && password === ""password"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""admin123"" || password === ""password"" || password === ""qwerty"") { return true; } else { return false; } }",1
"function login(username, password) { if (isValidCredentials(username, password)) { return true; } else { return false; } }",0
"function login(username, password) { if (username === ""admin"" && password === ""admin@123"") { return true; } else { return false; } }",0
"function login(username, password) { if (password === ""123456"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""john"" && password === ""john123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""letmein"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qwerty123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""abcdef"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""password123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""default"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""admin"" && password === ""admin12345"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""admin@321"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""abcdefg"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""root"" && password === ""root123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""admin@1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""test"" && password === ""test123"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""user"" && password === ""userpass"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""12345"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""secure"" && password === ""secure@123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""password1"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""user"" && password === ""password"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""admin@12345"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""webadmin"" && password === ""webadmin123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""test123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""12345678"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""user123"" && password === ""user123pass"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""iloveyou"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""abcdef123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qwertyuiop"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""superuser"" && password === ""superpass123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""abcdef@123"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""testuser"" && password === ""testuserpass"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""111111"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""john_doe"" && password === ""john_doe@123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qwertyuiop123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""abcdef!@#"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""password@123"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""user123"" && password === ""user123@pass"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""1234abcd"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""987654321"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""user123"" && password === ""user1234@pass"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""password@1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""admin"" && password === ""admin123456"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""admin@!@#123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""abcd1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""user"" && password === ""pass12345"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""asdfghjkl"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""12345abcd"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""pass@word123"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""user"" && password === ""user123456"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""password@!@#123"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""jsmith"" && password === ""johnsmith"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""1234567890"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""q1w2e3r4t5y6u7"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""1qaz2wsx3edc"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""jsmith"" && password === ""johnsmith123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qwerty12345"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""iloveyou123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""123456789"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""testuser123"" && password === ""testuser123pass"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""testtest"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""jsmith"" && password === ""smith123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qwert12345"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""testuser1"" && password === ""testuser1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""abcdefg123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""pass12345"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""testuser123"" && password === ""testuserpass123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""testtest123"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""jsmith"" && password === ""smith1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qwert123456"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""testuser1"" && password === ""testuser12345"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""abcdefg1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""pass123456"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""testuser123"" && password === ""testuserpass1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""testtest1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""jsmith"" && password === ""smith12345"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qwert1234567"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""testuser1"" && password === ""testuser123456"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""abcdefg12345"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""pass1234567"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""testuser123"" && password === ""testuserpass12345"") { return true; } else { return false; } }",1
"function add(a, b) { return a + b; }",0
"var a = 5; var b = 10; var sum = a + b;",0
"function greet(name) { return ""Hello, "" + name + ""!""; }",0
"var x = 3; var y = 7; var result = x * y;",0
"function multiply(a, b) { return a * b; }",0
"var pi = 3.14159; var radius = 5; var area = pi * radius * radius;",0
"function divide(a, b) { return a / b; }",0
"var side = 4; var area = side * side;",0
"function power(base, exponent) { return Math.pow(base, exponent); }",0
"var num1 = 10; var num2 = 20; var result = num1 + num2;",0
"function subtract(a, b) { return a - b; }",0
"var length = 6; var breadth = 8; var area = length * breadth;",0
"function average(a, b, c) { return (a + b + c) / 3; }",0
"var base = 2; var exponent = 5; var result = Math.pow(base, exponent);",0
"function isEven(num) { return num % 2 === 0; }",0
"var radius = 3; var circumference = 2 * Math.PI * radius;",0
"function isPrime(num) { if (num <= 1) { return false; } for (var i = 2; i <= Math.sqrt(num); i++) { if (num % i === 0) { return false; } } return true; }",0
"var num = 7; var isPositive = num > 0;",0
"function isPalindrome(str) { return str === str.split("""").reverse().join(""""); }",0
"var angle = 45; var radians = angle * Math.PI / 180;",0
"function isLeapYear(year) { return (year % 4 === 0 && year % 100 !== 0) || year % 400 === 0; }",0
"var num = 15; var isMultipleOf3 = num % 3 === 0;",0
"function isVowel(char) { return [""a"", ""e"", ""i"", ""o"", ""u""].includes(char.toLowerCase()); }",0
"var temperature = 30; var isHot = temperature > 25;",0
"function factorial(num) { if (num === 0 || num === 1) { return 1; } else { return num * factorial(num - 1); } }",0
"var num = 25; var isPerfectSquare = Math.sqrt(num) === Math.floor(Math.sqrt(num));",0
"function isEven(num) { return num % 2 === 0; }",0
"var num = 12; var isDivisibleBy4 = num % 4 === 0;",0
"function isPositive(num) { return num > 0; }",0
"var length = 10; var isSquare = length * length;",0
"function isOdd(num) { return num % 2 !== 0; }",0
"var num = 30; var isMultipleOf5 = num % 5 === 0;",0
"function isNegative(num) { return num < 0; }",0
"var num = 28; var isPerfectNumber = num === 28;",0
"function isPowerOfTwo(num) { return num !== 0 && (num & (num - 1)) === 0; }",0
"function login(username, password) { if (password === ""p@ssw0rd"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""jdoe"" && password === ""janedoe"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""12qw!@QW"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qwe123rty456"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""user123"" && password === ""user1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""123456qwerty"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""pass@123word"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""testuser"" && password === ""testuser123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qazwsx@123"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""john_doe"" && password === ""janedoe@123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""1a2b3c4d5e6f"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""abc1234def@"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""jsmith"" && password === ""smithjohn"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""p@ssword123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""pass@word1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""user"" && password === ""user1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""!@#qwe123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""123qweASD!@#"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""test"" && password === ""test1234"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qwe@123456"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""admin"" && password === ""password123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""!@#zxc123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""9876543210"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""!@#qaz123"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""jsmith"" && password === ""johnsmith@123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""qazwsx!@#"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""!@#q1w2e3"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""jsmith"" && password === ""smithjohn123"") { return true; } else { return false; } }",1
"function login(username, password) { if (password === ""!@#1qaz2wsx"") { return true; } else { return false; } }",1
"function login(username, password) { if (username === ""jsmith"" && password === ""johnsmith1234"") { return true; } else { return false; } }",1
"function add(a, b) { return a - b; }",0
"function multiply(a, b) { return a * b; }",0
"function divide(a, b) { return a / b; }",0
"function square(x) { return x * x; }",0
"function cube(x) { return x * x * x; }",0
"function factorial(n) { if (n === 0 || n === 1) return 1; else return n * factorial(n - 1); }",0
"function isEven(n) { return n % 2 === 0; }",0
"function isOdd(n) { return n % 2 !== 0; }",0
"function isPrime(n) { if (n <= 1) return false; for (let i = 2; i <= Math.sqrt(n); i++) { if (n % i === 0) return false; } return true; }",0
"function fibonacci(n) { if (n === 0) return 0; else if (n === 1) return 1; else return fibonacci(n - 1) + fibonacci(n - 2); }",0
"function gcd(a, b) { if (b === 0) return a; else return gcd(b, a % b); }",0
"function lcm(a, b) { return a * b / gcd(a, b); }",0
"function power(base, exponent) { let result = 1; for (let i = 0; i < exponent; i++) { result *= base; } return result; }",0
"function reverseString(str) { return str.split("""").reverse().join(""""); }",0
"function isPalindrome(str) { return str === reverseString(str); }",0
"function sumArray(arr) { return arr.reduce((acc, curr) => acc + curr, 0); }",0
"function findMax(arr) { return Math.max(...arr); }",0
"function findMin(arr) { return Math.min(...arr); }",0
"function average(arr) { return sumArray(arr) / arr.length; }",0
"function isLeapYear(year) { return (year % 4 === 0 && year % 100 !== 0) || (year % 400 === 0); }",0
"function removeDuplicates(arr) { return arr.filter((value, index, self) => self.indexOf(value) === index); }",0
"function titleCase(str) { return str.split("" "").map(word => word.charAt(0).toUpperCase() + word.slice(1)).join("" ""); }",0
"function isAnagram(str1, str2) { return sortString(str1) === sortString(str2); } function sortString(str) { return str.split("""").sort().join(""""); }",0
"function countVowels(str) { const vowels = ""aeiouAEIOU""; return str.split("""").filter(char => vowels.includes(char)).length; }",0
"function countConsonants(str) { const consonants = ""bcdfghjklmnpqrstvwxyzBCDFGHJKLMNPQRSTVWXYZ""; return str.split("""").filter(char => consonants.includes(char)).length; }",0
"function reverseArray(arr) { return arr.reverse(); }",0
"function capitalizeFirstLetter(str) { return str.charAt(0).toUpperCase() + str.slice(1); }",0
"function truncateString(str, maxLength) { return str.length > maxLength ? str.slice(0, maxLength) + ""..."" : str; }",0
"function countWords(str) { return str.split("" "").filter(word => word !== """").length; }",0
"function isEmailValid(email) { const pattern = /^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$/; return pattern.test(email); }",0
"function isURLValid(url) { const pattern = /^(https?:\/\/)?([\w.-]+)\.([a-z]{2,})(\/?[\w .-])\/?$/; return pattern.test(url); }",0
"function countOccurrences(arr, target) { return arr.filter(item => item === target).length; }",0
"function formatCurrency(amount) { return ""$"" + amount.toFixed(2); }",0
"function randomInteger(min, max) { return Math.floor(Math.random() * (max - min + 1)) + min; }",0
"function reverseWords(str) { return str.split("" "").reverse().join("" ""); }",0
"function isPrime(n) { if (n <= 1) return false; for (let i = 2; i <= Math.sqrt(n); i++) { if (n % i === 0) return false; } return true; }",0
